Route stop,Business,Address,Phone,Category,Accepted profile link,Profile link search status,Profile link search evidence
663,Peña's Bakery II,"3912 International Boulevard, oakland, 94601",(510) 533-5733,bakery,https://www.facebook.com/people/Peñas-Bakery-II/100057538514361/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
664,BB Bowl,"2601 Blanding Avenue, Alameda, CA, 94501",(510) 521-1325,restaurant,https://www.yelp.com/biz/bb-bowl-alameda,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
665,iSalon,"2327 Blanding Avenue, Alameda, CA, 94501",(510) 995-8937,beauty,,ATTEMPTED - no high-confidence profile found,Search/review process did not find a high-confidence Yelp/Booksy/Fresha/OpenTable-style profile link.
666,Best Alteration,"1190 Park Street, Alameda, CA, 94501",(510) 337-9723,tailor,https://www.yelp.com/biz/best-alteration-alameda,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
667,Eyebrow Station,"2211 South Shore Center, Alameda, CA, 94501",(707) 386-2468,beauty,,ATTEMPTED - no high-confidence profile found,Search/review process did not find a high-confidence Yelp/Booksy/Fresha/OpenTable-style profile link.
668,Ohgane Alameda x Vons Chicken,"2211 South Shore Center, Alameda, CA, 94501",(510) 775-7538,restaurant,https://www.yelp.com/biz/ohgane-kbbq-x-vons-chicken-alameda,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
669,Hi Tech Nails,"1909 Encinal Avenue, Alameda, CA, 94501",(510) 749-0709,beauty,https://www.yelp.com/biz/hi-tech-nails-alameda,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
670,Carol L Chan Lamps,"1900 Encinal Avenue, Alameda, CA, 94501",(510) 865-6374,furniture,https://www.yelp.com/biz/carole-l-chan-alameda,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
671,Elegant Nails in Alameda,"1409 Encinal Avenue, Alameda, CA, 94501",(510) 522-7459,beauty,https://www.fresha.com/lvp/elegant-nails-in-alameda-encinal-avenue-alameda-ovk4qG,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
672,Polished,"1002 Central Avenue, Alameda, CA, 94501",(510) 263-8308,hairdresser,,ATTEMPTED - no high-confidence profile found,Search/review process did not find a high-confidence Yelp/Booksy/Fresha/OpenTable-style profile link.
673,Spritzers Coffee House,"734 Central Avenue, Alameda, CA, 94501",(510) 995-8644,coffee,,ATTEMPTED - no high-confidence profile found,Search/review process did not find a high-confidence Yelp/Booksy/Fresha/OpenTable-style profile link.
674,Pacific Lighthouse Restaurant,94501,(510) 263-9232,restaurant,,ATTEMPTED - no high-confidence profile found,Search/review process did not find a high-confidence Yelp/Booksy/Fresha/OpenTable-style profile link.
675,Yao Auto Repair,"1101 7th Avenue, Oakland, CA, 94606-3636",(510) 603-6268,car_repair,https://www.yelp.com/biz/yao-auto-repair-oakland,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
676,Gum Kuo,"388 9th Street, 94607",(510) 268-1288,restaurant,https://www.yelp.com/biz/gum-kuo-restaurant-oakland,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
677,Mac Khai,417 7th Street,(510) 763-1767,restaurant,https://www.instagram.com/macquangkhai/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
678,Webster Cheap Auto Insurance Oakland,"1528 Webster Street, Oakland, CA, 94612",(650) 942-6331,insurance,,ATTEMPTED - no high-confidence profile found,Search/review process did not find a high-confidence Yelp/Booksy/Fresha/OpenTable-style profile link.
679,Timothy D. Lee,"2933 Webster Street, Oakland",(510) 451-2058,dentist,,ATTEMPTED - no high-confidence profile found,Search/review process did not find a high-confidence Yelp/Booksy/Fresha/OpenTable-style profile link.
680,Town Essentials,"4013 Telegraph Avenue, Oakland, CA, 94609",(510) 890-5737,clothes,,ATTEMPTED - no high-confidence profile found,Search/review process did not find a high-confidence Yelp/Booksy/Fresha/OpenTable-style profile link.
681,Chef Yu Chinese Restaurant,"4871 Telegraph Avenue, Oakland, CA, 94609",(510) 653-2288,restaurant,,ATTEMPTED - no high-confidence profile found,Search/review process did not find a high-confidence Yelp/Booksy/Fresha/OpenTable-style profile link.
682,Temescal Wash & Dry,"4860 Telegraph Avenue, Oakland, 94609",(510) 547-1217,laundry,https://www.yelp.com/biz/temescal-wash-and-dry-oakland-3,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
683,Pizza Amigos,"5000 Adeline Street, Oakland, CA, 94608",(510) 652-3333,restaurant,,ATTEMPTED - no high-confidence profile found,Search/review process did not find a high-confidence Yelp/Booksy/Fresha/OpenTable-style profile link.
684,Seabreeze,"598 University Avenue, Berkeley, CA",(510) 486-8119,restaurant,,ATTEMPTED - no high-confidence profile found,Search/review process did not find a high-confidence Yelp/Booksy/Fresha/OpenTable-style profile link.
685,Panel craft,"2828 San Pablo Avenue, Berkeley, California, 94702 (reverse-geocoded approximate)",(510) 548-0815,car_repair,,ATTEMPTED - no high-confidence profile found,Search/review process did not find a high-confidence Yelp/Booksy/Fresha/OpenTable-style profile link.
686,Quince Cafe & Grill,"2228 San Pablo Avenue, Berkeley, CA, 94702",(510) 666-0094,cafe,https://yelp.com/biz/quince-cafe-and-grill-berkeley?start=300,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
687,Eat @ Thai,"1181 University Avenue, Berkeley, CA",(510) 548-3278,restaurant,https://www.yelp.com/biz/eat-at-thai-berkeley,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
688,Himalayan Flavors,"1585;1587;1589 University Avenue, Berkeley, California, 94702 (reverse-geocoded approximate)",(510) 704-0174,restaurant,https://www.yelp.com/biz/himalayan-flavors-berkeley?start=120,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
689,Max And Company,"1943 Martin Luther King Jr Way, Berkeley, CA",(510) 548-3800,accountant,,ATTEMPTED - no high-confidence profile found,Search/review process did not find a high-confidence Yelp/Booksy/Fresha/OpenTable-style profile link.
690,Kala salon,"2008 Kala Bagai Way, Berkeley, CA, 94704",(510) 775-8040,beauty,https://www.yelp.com/biz/kala-salon-berkeley-2,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
691,K's Coffee House,"2002 Center Street, Berkeley",(510) 848-2147,fast_food,,ATTEMPTED - no high-confidence profile found,Search/review process did not find a high-confidence Yelp/Booksy/Fresha/OpenTable-style profile link.
692,Paul's Shoe Repair,"2281 Shattuck Avenue, Berkeley",(510) 843-1570,shoes,https://www.yelp.com/biz/pauls-shoe-repair-service-berkeley,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
693,眷湘 Easterly,"2323 Shattuck Avenue, Berkeley",(510) 647-8008,restaurant,https://www.yelp.com/biz/easterly-berkeley-berkeley,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
694,Royal Ground Coffee,"2409 Shattuck Avenue, Berkeley, CA, 94704",(510) 849-9888,cafe,https://www.yelp.com/biz/royal-ground-coffee-house-berkeley,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
695,Berkeley Auto Repair Center,"2558 Shattuck Avenue, Berkeley, CA, 94704",(510) 848-7682,car_repair,,ATTEMPTED - no high-confidence profile found,Search/review process did not find a high-confidence Yelp/Booksy/Fresha/OpenTable-style profile link.
696,European Tailor,"2808 Adeline Street, Berkeley, CA, 94703",(510) 843-3881,tailor,https://www.yelp.com/biz/advanced-european-tailoring-berkeley,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
697,Ashby Nails,1959 Ashby Avenue,(510) 540-9284,beauty,https://www.yelp.com/biz/ashby-nails-berkeley,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
698,Frank's Tailoring,"Telegraph Avenue, Berkeley, California, 94705 (reverse-geocoded approximate)",(510) 848-4232,tailor,https://www.yelp.com/biz/franks-tailoring-berkeley,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
699,Organic Greens,"2925 College Avenue, Berkeley, California, 94705 (reverse-geocoded approximate)",(510) 704-0554,restaurant,https://www.yelp.com/biz/organic-greens-elmwood-berkeley-3,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
700,Siamese Dream,"3170 College Avenue, Berkeley, California, 94168 (reverse-geocoded approximate)",(510) 428-9987,clothes,https://www.yelp.com/biz/siamese-dream-berkeley,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
701,Better Cuts Salon,4212 Piedmont Avenue,(510) 428-2466,hairdresser,https://www.yelp.com/biz/bettercuts-oakland,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
702,Young's Automotive,3509 Grand Avenue,(510) 444-4185,car_repair,https://www.yelp.com/biz/youngs-automotive-oakland,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
703,Dumpling Hours,"3321;3329 Lakeshore Avenue, Oakland, California, 94610 (reverse-geocoded approximate)",(510) 891-9888,restaurant,https://www.instagram.com/dumpling_hours/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
704,Taqueria el Cruzero,1309 MacArthur Boulevard,(510) 532-3333,restaurant,https://www.yelp.com/biz/taqueria-el-cruzero-oakland,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
705,The Cutting Place,"Park Boulevard, Oakland, California, 94602 (reverse-geocoded approximate)",(510) 530-8087,beauty,,ATTEMPTED - no high-confidence profile found,Search/review process did not find a high-confidence Yelp/Booksy/Fresha/OpenTable-style profile link.
706,Napoleon's,"3427 Fruitvale Avenue, Oakland, CA, 94602",(510) 479-3487,beauty,,ATTEMPTED - no high-confidence profile found,Search/review process did not find a high-confidence Yelp/Booksy/Fresha/OpenTable-style profile link.
707,Hunan Yuan,"4100 Redwood Road, Oakland, CA, 94619",(510) 531-1415,restaurant,https://www.yelp.com/biz/hunan-yuan-oakland-2?start=80,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
708,Angel Staging Partners,"38 Beta Court, San Ramon, CA, 94583",(925) 855-1100,estate_agent,https://www.yelp.com/biz/angel-staging-partners-san-ramon,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
709,W Salon,"2005 Crow Canyon Place, San Ramon, California, 94583 (reverse-geocoded approximate)",(925) 790-0000,hairdresser,https://www.yelp.com/biz/w-salon-san-ramon,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
710,Notorious Buns,500 Bollinger Canyon Way,(925) 905-9008,restaurant,https://www.instagram.com/thenotoriousbuns/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
711,Dr. Charity Duncan Kachalia,"500 Bollinger Canyon Way, San Ramon, California, 94583 (reverse-geocoded approximate)",(925) 362-8209,dentist,,ATTEMPTED - no high-confidence profile found,Search/review process did not find a high-confidence Yelp/Booksy/Fresha/OpenTable-style profile link.
712,Country Faire Dental Group,12111 Alcosta Boulevard,(925) 829-3111,dentist,https://www.facebook.com/CountryFairDentalGroup/reviews/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
713,Falafel Village,7410 Amador Valley Boulevard,(925) 248-2253,restaurant,https://www.facebook.com/FalafelVillageDublin/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
714,Famous Hair & Nails,7139 Amador Plaza Road,(925) 479-9691,beauty,https://www.yelp.com/biz/famous-hair-and-nails-dublin-2,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
715,Corwood Car Wash,"6973 Village Parkway, Dublin, CA, 94568-2405",(925) 828-5151,car_wash,https://www.yelp.com/biz/corwoods-carwash-dublin,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
716,Banseok Korean BBQ,7877 Amador Valley Boulevard,(925) 875-1232,restaurant,,ATTEMPTED - no high-confidence profile found,Search/review process did not find a high-confidence Yelp/Booksy/Fresha/OpenTable-style profile link.
717,"G-Jen Hsu, DDS",7226 San Ramon Road,(925) 551-3396,dentist,,ATTEMPTED - no high-confidence profile found,Search/review process did not find a high-confidence Yelp/Booksy/Fresha/OpenTable-style profile link.
718,Tofu House,7266 San Ramon Road,(925) 551-0825,restaurant,https://www.yelp.com/biz/young-dong-tofu-house-dublin?start=20,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
719,Bagel Bakery,7168 Regional Street,(925) 829-5434,cafe,,ATTEMPTED - no high-confidence profile found,Search/review process did not find a high-confidence Yelp/Booksy/Fresha/OpenTable-style profile link.
720,Sodam,"7992 Amador Valley Boulevard, Dublin, CA, 94568",(925) 551-0977,restaurant,,ATTEMPTED - no high-confidence profile found,Search/review process did not find a high-confidence Yelp/Booksy/Fresha/OpenTable-style profile link.
721,Mad for Sushi,7222 Regional Street,(925) 248-8915,restaurant,https://www.yelp.com/biz/mad-for-sushi-dublin,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
722,Beauty Hair and Nails,"7217 Regional Street, Dublin, CA, 94568",(925) 829-6068,beauty,https://www.yelp.com/biz/beauty-hair-and-nails-dublin,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
723,Zorba Automotive,"6449 Golden Gate Drive, Dublin, CA, 94568",(925) 829-6100,car_repair,,ATTEMPTED - no high-confidence profile found,Search/review process did not find a high-confidence Yelp/Booksy/Fresha/OpenTable-style profile link.
724,Tri-Valley Mufflers,"6447 Golden Gate Drive, Dublin, CA, 94568",(925) 829-4441,car_repair,https://www.facebook.com/Tri-Valley-Mufflers-175048302544907/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
725,Athens Burgers,6999 Dublin Boulevard,(925) 803-8135,fast_food,https://www.yelp.com/biz/athens-burgers-restaurant-dublin,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
